transcript_id,DRR095904,DRR095905,DRR095906,DRR095907,DRR095908,DRR095909
MSTRG.18379.1,0,175,559,1137,1236,1329
MSTRG.18379.4,0,217,0,468,187,107
rna-ELECO.r07.3BG0275030.1,0,9,35,5,24,35
MSTRG.18379.2,65,161,63,413,97,133
MSTRG.18379.3,382,281,0,1190,752,147
rna-ELECO.r07.3BG0275040.1,165,226,249,1408,1086,627
MSTRG.18381.1,59,46,58,150,120,124
rna-ELECO.r07.3BG0275060.1,9,24,4,3,3,4
MSTRG.18384.1,13,0,0,0,0,0
MSTRG.18385.1,35,87,39,304,201,113
MSTRG.18386.1,12,0,0,33,16,12
MSTRG.18388.1,1,15,1,7,0,3
rna-ELECO.r07.3BG0275070.1,1541,1510,1834,3270,3039,1997
rna-ELECO.r07.3BG0275190.1,24,6,20,28,49,12
MSTRG.18389.1,35,50,40,21,69,28
MSTRG.18389.2,15,36,5,67,62,36
MSTRG.18389.3,18,16,34,238,142,75
MSTRG.18389.4,30,0,18,29,14,21
MSTRG.18389.5,16,1,27,35,9,18
MSTRG.18389.6,55,61,111,143,173,163
MSTRG.18397.1,16,0,0,0,0,0
MSTRG.18396.1,83,141,134,400,257,105
MSTRG.18398.1,234,270,392,617,602,400
MSTRG.18398.2,40,222,66,122,110,152
MSTRG.18399.3,0,0,12,14,51,33
MSTRG.18399.1,46,75,16,90,128,125
MSTRG.18399.2,134,225,336,1044,688,401
MSTRG.18401.1,4,9,0,6,25,5
rna-ELECO.r07.3BG0275250.1,237,230,124,708,496,358
rna-ELECO.r07.3BG0275320.1,111,161,145,1462,1014,613
MSTRG.18404.2,0,37,0,219,177,157
MSTRG.18404.3,0,131,148,189,298,269
MSTRG.18404.1,114,127,48,893,681,389
MSTRG.18404.4,48,0,0,0,0,0
MSTRG.18403.1,113,412,0,792,440,295
MSTRG.18403.2,193,114,0,363,483,303
MSTRG.18403.3,134,309,263,70,179,288
MSTRG.18403.4,27,0,0,35,138,109
MSTRG.18403.5,55,0,324,929,711,334
MSTRG.18412.1,15,10,5,29,10,7
MSTRG.18413.1,67,52,27,279,239,124
MSTRG.18415.1,12,0,0,0,3,0
rna-ELECO.r07.3BG0275500.1,86,155,180,919,721,358
rna-ELECO.r07.3BG0275470.1,1521,1675,1855,754,739,619
MSTRG.18419.1,0,0,9,5,2,2
MSTRG.18418.1,22,31,41,847,645,509
MSTRG.18417.1,204,198,293,1393,1054,741
rna-ELECO.r07.3BG0275520.1,3,18,24,164,126,110
rna-ELECO.r07.3BG0275550.1,143,156,176,121,138,91
rna-ELECO.r07.3BG0275560.1,12,1,24,107,91,52
MSTRG.18423.1,3,0,14,8,5,0
MSTRG.18424.3,0,171,56,49,28,38
MSTRG.18424.5,0,0,59,7,19,14
MSTRG.18424.1,102,0,49,120,147,45
MSTRG.18424.2,6,49,161,322,100,166
MSTRG.18424.4,270,90,115,0,53,0
MSTRG.18425.2,0,91,0,0,0,0
rna-ELECO.r07.3BG0275580.1,0,247,284,1403,2016,625
MSTRG.18425.1,79,0,4,1246,151,740
MSTRG.18425.4,2,0,1,2,1,1
MSTRG.18405.1,20,0,8,0,0,0
rna-ELECO.r07.3BG0275380.1,3612,1780,2349,1256,1800,1137
rna-ELECO.r07.3BG0275400.1,3965,1431,2248,928,1314,1069
rna-ELECO.r07.3BG0275410.1,66,88,107,22,8,9
MSTRG.18410.1,27274,13559,15348,15519,18179,11768
MSTRG.18411.1,27952,12710,15260,13578,17390,10754
rna-ELECO.r07.3BG0275620.1,15,0,0,0,0,0
rna-ELECO.r07.3BG0275630.1,25,27,77,180,129,111
MSTRG.18429.2,0,0,10,3,3,1
MSTRG.18429.1,9,46,0,30,26,13
MSTRG.18430.1,2,14,0,17,19,6
MSTRG.18431.1,7,19,0,20,23,11
MSTRG.18432.1,12,0,4,8,15,3
MSTRG.18426.1,1200,1468,1363,2168,2034,1359
rna-ELECO.r07.3BG0275590.1,464,581,706,1189,1087,776
MSTRG.18434.1,28,19,27,14,12,9
MSTRG.18435.2,0,0,166,17,24,21
MSTRG.18435.1,95,61,0,51,135,78
rna-ELECO.r07.3BG0275690.1,179,371,190,148,181,195
rna-ELECO.r07.3BG0275710.1,0,0,0,0,0,0
MSTRG.18437.1,0,0,14,0,0,0
MSTRG.18436.1,19,9,28,105,147,79
MSTRG.18436.2,1,0,0,0,2,5
MSTRG.18438.3,0,9,0,8,12,9
MSTRG.18438.4,0,19,0,1,11,5
MSTRG.18438.1,229,334,420,2157,2353,544
MSTRG.18438.2,3,0,0,1073,377,1278
MSTRG.18440.1,0,0,7,2,0,0
rna-ELECO.r07.3BG0275800.1,0,0,0,0,0,0
MSTRG.18439.1,4,8,0,41,59,25
MSTRG.18447.1,253,331,295,40,41,73
MSTRG.18448.2,0,107,0,16,92,9
rna-ELECO.r07.3BG0275890.1,46,0,133,555,396,248
rna-ELECO.r07.3BG0275900.1,0,60,0,0,0,10
MSTRG.18449.1,80,92,171,199,111,68
rna-ELECO.r07.3BG0275910.1,178,224,309,1443,1215,777
rna-ELECO.r07.3BG0275920.1,887,486,679,169,222,193
MSTRG.18452.3,0,0,0,3,223,0
MSTRG.18452.4,0,15,0,252,108,0
rna-ELECO.r07.3BG0275930.1,0,0,0,77,16,0
MSTRG.18452.1,5,0,0,197,102,322
MSTRG.18452.2,101,135,98,125,81,0
MSTRG.18453.2,0,0,3,1,2,0
MSTRG.18453.1,18,10,17,112,63,27
MSTRG.18454.1,270,0,0,2,13,12
MSTRG.18454.2,234,523,730,1394,1746,1090
rna-ELECO.r07.3BG0275970.1,219,661,364,612,442,463
MSTRG.18456.1,50,110,99,149,159,86
rna-ELECO.r07.3BG0275990.1,11,3,11,31,13,2
MSTRG.18457.1,12,35,36,158,124,91
rna-ELECO.r07.3BG0276000.1,26,35,62,97,94,55
MSTRG.18458.1,89,225,26,339,615,393
rna-ELECO.r07.3BG0276010.1,69,0,39,74,194,184
MSTRG.18459.1,26,16,20,118,139,67
rna-ELECO.r07.3BG0276040.1,19,67,9,137,139,73
rna-ELECO.r07.3BG0276050.1,164,182,306,662,567,329
MSTRG.18463.1,14,30,40,186,171,147
MSTRG.18462.1,158,378,170,1134,633,569
MSTRG.18462.2,32,0,0,185,334,0
MSTRG.18462.3,60,9,108,131,259,246
rna-ELECO.r07.3BG0276080.1,240,111,129,205,478,189
MSTRG.18465.1,0,178,20,607,391,124
MSTRG.18465.3,0,0,35,191,258,131
MSTRG.18465.2,108,12,100,621,402,396
MSTRG.18465.4,53,105,51,52,93,107
MSTRG.18465.5,28,0,5,6,32,47
rna-ELECO.r07.3BG0276110.1,6,8,6,155,8,8
rna-ELECO.r07.3BG0276120.1,0,0,0,0,0,0
MSTRG.18466.1,217,287,350,1248,1020,759
rna-ELECO.r07.3BG0276140.1,35,25,17,333,288,203
MSTRG.18468.1,21,2,13,48,101,16
MSTRG.18468.2,71,0,5,13,10,67
MSTRG.18468.3,76,62,8,41,31,16
MSTRG.18468.4,10,60,63,68,22,38
MSTRG.18468.6,87,0,82,10,22,36
MSTRG.18468.5,3,0,229,36,58,50
MSTRG.18468.7,2,1,142,5,2,6
MSTRG.18468.8,30,15,24,53,116,26
MSTRG.18468.9,2,166,24,0,4,0
rna-ELECO.r07.3BG0276180.1,0,0,0,0,0,0
MSTRG.18470.1,4,3,11,158,124,112
MSTRG.18469.1,152,121,82,414,400,140
rna-ELECO.r07.3BG0276160.1,2,2,1,2,2,2
MSTRG.18472.1,92,202,249,5673,4895,3457
rna-ELECO.r07.3BG0276220.1,5,27,3,598,498,311
MSTRG.18474.1,0,37,0,12,6,4
MSTRG.18475.1,0,0,20,10,11,4
rna-ELECO.r07.3BG0276240.1,35,35,23,193,177,120
MSTRG.18477.1,108,87,145,113,207,173
rna-ELECO.r07.3BG0276280.1,28,115,66,36,20,20
rna-ELECO.r07.3BG0276340.1,0,0,0,35,26,21
MSTRG.18480.1,5,0,0,54,111,20
rna-ELECO.r07.3BG0276300.1,0,0,0,0,0,0
MSTRG.18478.1,1203,1949,1627,2902,2356,1946
MSTRG.18478.3,98,288,517,611,302,453
MSTRG.18478.2,58,0,80,138,548,340
rna-ELECO.r07.3BG0276350.1,405,510,434,3318,2209,1260
MSTRG.18482.1,92,93,92,478,376,236
rna-ELECO.r07.3BG0276360.1,35,8,38,218,116,97
rna-ELECO.r07.3BG0276370.1,0,0,4,269,309,166
MSTRG.18483.1,37,40,58,346,308,178
rna-ELECO.r07.3BG0276400.1,36,33,28,752,882,454
MSTRG.18486.1,9,44,12,648,558,318
MSTRG.18489.1,12,1,2,7,5,1
MSTRG.18490.1,37,41,96,29,13,15
rna-ELECO.r07.3BG0276390.1,528,630,657,1854,1351,946
rna-ELECO.r07.3BG0276490.1,460,477,611,2053,1810,1170
rna-ELECO.r07.3BG0276510.1,0,0,0,57,46,21
rna-ELECO.r07.3BG0276500.1,144,186,236,1926,1644,1070
MSTRG.18493.1,261,211,293,2,10,28
rna-ELECO.r07.3BG0276530.1,58,58,32,0,2,6
MSTRG.18496.1,2,42,20,108,103,55
MSTRG.18496.2,25,0,7,40,20,17
rna-ELECO.r07.3BG0276540.1,0,0,0,34,128,74
MSTRG.18494.1,117,174,265,362,782,874
rna-ELECO.r07.3BG0276600.1,0,0,14,0,0,5
MSTRG.18497.1,37,42,109,20,67,30
rna-ELECO.r07.3BG0276620.1,0,0,0,0,1,0
MSTRG.18498.1,29,83,126,10,17,9
rna-ELECO.r07.3BG0276610.1,1,6,25,0,2,0
MSTRG.18498.3,8,0,2,0,0,0
MSTRG.18499.1,342,650,700,1064,806,603
rna-ELECO.r07.3BG0276670.1,58,85,47,350,356,280
MSTRG.18501.1,12,18,14,3,0,0
rna-ELECO.r07.3BG0276680.1,1,3,1,1,3,2
rna-ELECO.r07.3BG0276690.1,117,33,32,54,67,39
MSTRG.18505.1,9,11,1,1,0,0
MSTRG.18503.1,47,0,111,14,76,108
rna-ELECO.r07.3BG0276720.1,6,101,10,37,5,5
MSTRG.18506.1,1,11,0,1,0,0
MSTRG.18514.1,10,2,18,5,3,4
MSTRG.18516.1,0,14,0,23,21,5
MSTRG.18515.1,2,5,11,20,9,5
MSTRG.18520.1,11,0,0,1,0,0
MSTRG.18517.1,58,20,4,619,473,262
MSTRG.18521.1,15,7,0,2,1,2
MSTRG.18522.1,12,24,10,8,9,0
MSTRG.18523.1,29,0,0,0,0,1
MSTRG.18527.1,178,149,22,241,390,349
MSTRG.18527.2,22,28,33,259,171,139
MSTRG.18527.3,24,84,61,864,540,171
MSTRG.18527.4,5,0,66,89,239,292
MSTRG.18527.5,29,0,12,22,55,28
MSTRG.18527.8,39,25,69,72,79,42
MSTRG.18527.7,39,137,49,383,202,201
MSTRG.18527.6,18,0,148,3,37,39
MSTRG.18529.1,16,0,0,95,59,33
rna-ELECO.r07.3BG0276820.1,0,0,0,10,0,51
MSTRG.18528.1,418,622,678,2420,2041,1346
MSTRG.18530.4,0,30,14,13,6,8
MSTRG.18532.3,0,57,67,205,103,135
MSTRG.18532.4,0,0,36,96,38,100
MSTRG.18532.5,0,0,151,266,218,48
MSTRG.18530.1,132,247,302,239,284,181
MSTRG.18530.2,69,37,54,316,197,219
MSTRG.18530.3,39,57,70,105,90,82
MSTRG.18530.5,13,2,19,14,15,11
MSTRG.18530.6,10,36,19,22,51,36
MSTRG.18531.1,29,8,28,66,59,60
MSTRG.18531.2,46,5,15,46,36,34
MSTRG.18531.3,7,0,29,32,22,24
MSTRG.18532.1,33,270,0,73,373,10
MSTRG.18532.2,174,44,30,139,132,239
MSTRG.18534.1,3,10,0,3,0,1
MSTRG.18533.1,518,830,803,1762,1496,1190
rna-ELECO.r07.3BG0276850.1,15,12,12,298,233,12
MSTRG.18536.1,0,31,15,467,400,338
MSTRG.18535.1,0,0,522,18,111,9
MSTRG.18535.2,325,417,87,645,502,369
MSTRG.18535.3,13,92,48,185,51,191
MSTRG.18535.4,22,23,7,9,10,5
MSTRG.18543.2,0,0,0,31,50,16
MSTRG.18543.1,4,41,9,71,44,14
rna-ELECO.r07.3BG0276990.1,0,0,0,12,5,3
MSTRG.18544.1,12,0,27,0,29,13
rna-ELECO.r07.3BG0277010.1,0,0,25,26,27,17
MSTRG.18538.1,0,0,0,22,79,15
MSTRG.18540.1,0,0,0,1,1,0
MSTRG.18541.1,0,0,0,1,1,0
MSTRG.18539.4,0,107,45,703,495,431
MSTRG.18539.5,0,0,0,21,150,16
MSTRG.18542.1,0,0,0,1,1,0
MSTRG.18539.7,0,340,0,40,95,10
MSTRG.18539.1,153,264,429,306,0,394
MSTRG.18539.2,217,222,279,1165,808,378
MSTRG.18539.3,72,0,0,45,98,45
MSTRG.18539.6,2,82,11,65,56,31
rna-ELECO.r07.3BG0277040.1,124,230,320,610,667,549
rna-ELECO.r07.3BG0277050.1,0,12,0,96,71,12
rna-ELECO.r07.3BG0277070.1,140,104,139,307,197,170
MSTRG.18550.1,23,97,86,288,245,106
rna-ELECO.r07.3BG0277080.1,16,63,13,68,46,2
MSTRG.18551.1,0,2,0,387,374,6
rna-ELECO.r07.3BG0277090.1,0,0,0,134,268,309
MSTRG.18551.4,0,3,0,1,0,1
MSTRG.18551.2,56,97,51,586,207,182
rna-ELECO.r07.3BG0277100.1,19,68,11,250,196,132
MSTRG.18553.2,69,86,182,330,362,181
MSTRG.18553.1,19,322,76,435,336,275
MSTRG.18553.3,235,100,191,561,630,487
MSTRG.18553.4,33,71,83,296,318,173
rna-ELECO.r07.3BG0277140.1,21,10,8,39,27,18
MSTRG.18553.5,8,43,8,28,55,31
MSTRG.18554.3,0,70,0,769,297,472
MSTRG.18554.4,0,640,0,1039,309,580
MSTRG.18554.5,0,122,0,199,41,0
rna-ELECO.r07.3BG0277160.1,0,0,0,0,0,0
MSTRG.18554.1,677,820,1045,954,1440,586
MSTRG.18554.2,612,399,932,929,806,575
MSTRG.18555.2,0,280,0,1,7,5
MSTRG.18555.1,258,181,419,2075,1300,846
rna-ELECO.r07.3BG0277180.1,15,86,72,194,196,24
MSTRG.18557.1,0,8,8,178,162,56
rna-ELECO.r07.3BG0277200.1,0,0,0,0,0,0
rna-ELECO.r07.3BG0277190.1,150,140,159,296,209,141
MSTRG.18558.2,0,0,21,25,36,24
rna-ELECO.r07.3BG0277220.1,30,32,0,302,181,99
MSTRG.18559.1,325,454,547,517,594,418
MSTRG.18560.2,0,0,0,88,230,155
MSTRG.18560.1,16,7,164,14,13,59
MSTRG.18560.3,96,165,34,540,303,169
rna-ELECO.r07.3BG0277300.1,50,60,60,219,167,89
rna-ELECO.r07.3BG0277310.1,0,0,0,0,15,0
MSTRG.18562.3,0,0,0,224,107,56
MSTRG.18562.2,57,118,48,65,109,81
MSTRG.18563.1,17,69,41,75,110,38
rna-ELECO.r07.3BG0277320.1,16,9,10,3,4,5
MSTRG.18564.1,0,0,7,93,108,57
MSTRG.18564.2,18,0,0,10,19,0
MSTRG.18565.1,16,0,19,62,80,60
MSTRG.18565.2,42,76,119,650,466,209
MSTRG.18566.1,138,112,202,547,630,459
MSTRG.18567.1,168,201,229,1036,1060,494
rna-ELECO.r07.3BG0277380.1,115,211,106,504,417,321
rna-ELECO.r07.3BG0277390.1,0,0,0,0,0,0
MSTRG.18568.1,1719,2527,2844,5404,4358,3101
rna-ELECO.r07.3BG0277400.1,391,475,489,1171,1014,721
rna-ELECO.r07.3BG0277410.1,0,0,0,291,246,20
MSTRG.18570.1,42,37,39,143,7,73
MSTRG.18571.1,44,114,48,235,251,102
rna-ELECO.r07.3BG0277440.1,131,128,198,1775,1131,733
MSTRG.18572.2,54,0,0,0,0,0
rna-ELECO.r07.3BG0277450.1,5,102,107,1081,862,405
MSTRG.18573.2,0,0,2,0,0,0
MSTRG.18573.1,55,59,67,220,212,125
MSTRG.18575.1,12,7,0,17,14,10
MSTRG.18574.1,62,126,9,277,213,209
MSTRG.18574.2,27,0,100,269,214,106
rna-ELECO.r07.3BG0277500.1,0,0,0,115,93,12
MSTRG.18578.1,30,29,30,13,71,97
rna-ELECO.r07.3BG0277490.1,50,86,73,104,119,50
MSTRG.18577.1,404,490,441,1292,1352,719
rna-ELECO.r07.3BG0277530.1,11,0,12,37,58,19
MSTRG.18579.1,202,0,125,0,0,46
rna-ELECO.r07.3BG0277510.1,30,60,17,78,88,50
MSTRG.18579.3,28,223,124,152,287,133
MSTRG.18579.4,2,73,28,159,110,176
MSTRG.18579.5,8,65,42,28,48,22
MSTRG.18579.6,32,25,0,0,17,0
rna-ELECO.r07.3BG0277560.1,5,0,0,10,8,0
rna-ELECO.r07.3BG0277540.1,2780,2203,1330,3977,5183,3560
rna-ELECO.r07.3BG0277600.1,19,37,2,179,175,118
rna-ELECO.r07.3BG0277610.1,36,39,53,6,11,0
MSTRG.18582.2,0,1,147,284,110,23
MSTRG.18582.4,0,35,0,32,90,132
MSTRG.18582.6,0,0,139,596,406,40
MSTRG.18582.1,120,0,122,313,21,48
MSTRG.18582.3,92,300,15,282,168,59
MSTRG.18582.5,100,1,0,36,83,359
rna-ELECO.r07.3BG0277570.1,20,0,7,22,223,23
MSTRG.18585.1,151,224,233,641,469,255
MSTRG.18585.2,13,44,1,91,204,118
rna-ELECO.r07.3BG0277630.1,5,16,5,177,183,125
MSTRG.18587.1,24,42,96,1168,1016,518
rna-ELECO.r07.3BG0277650.1,31,0,20,398,212,220
MSTRG.18588.1,0,37,38,37,30,34
MSTRG.18592.1,1,20,3,1,4,4
MSTRG.18593.1,7,8,18,4,24,11
rna-ELECO.r07.3BG0277680.1,10,0,2,2,2,0
MSTRG.18594.1,11,21,18,105,80,50
rna-ELECO.r07.3BG0277700.1,16,36,27,396,285,156
rna-ELECO.r07.3BG0277710.1,170,248,401,1587,1112,724
MSTRG.18586.1,2576,3358,3838,3248,3192,1708
MSTRG.18586.2,1130,869,1065,1404,912,1111
rna-ELECO.r07.3BG0277640.1,1057,1672,1822,1667,18,27
rna-ELECO.r07.3BG0277720.1,0,0,0,0,0,0
MSTRG.18597.3,0,16,0,0,2,3
MSTRG.18598.6,0,0,0,1,1,0
MSTRG.18597.1,152,234,262,369,274,248
MSTRG.18597.2,93,89,71,199,215,174
MSTRG.18598.1,315,88,243,0,0,0
MSTRG.18598.3,34,5,161,0,0,0
MSTRG.18598.2,68,151,81,83,98,86
MSTRG.18598.4,98,0,88,0,0,0
MSTRG.18599.2,0,0,0,158,168,62
MSTRG.18599.1,25,26,33,645,429,160
rna-ELECO.r07.3BG0277730.1,52,23,35,163,243,110
MSTRG.18600.2,0,0,0,793,244,61
MSTRG.18600.4,0,0,0,867,358,46
rna-ELECO.r07.3BG0277740.1,0,0,0,246,89,21
MSTRG.18600.6,0,0,0,592,124,65
MSTRG.18600.7,0,0,0,320,144,19
MSTRG.18600.8,0,0,0,408,160,52
MSTRG.18600.1,25,39,39,12616,6288,504
MSTRG.18600.3,4,0,0,476,135,0
rna-ELECO.r07.3BG0277750.1,44,73,13,237,348,181
MSTRG.18603.1,0,0,8,106,119,105
rna-ELECO.r07.3BG0277770.1,9,0,1,3,5,5
rna-ELECO.r07.3BG0277760.1,44,45,31,98,98,80
MSTRG.18604.2,0,0,0,0,0,156
MSTRG.18604.3,0,0,0,395,162,116
MSTRG.18604.5,0,0,0,0,600,0
MSTRG.18604.1,23,285,482,757,351,374
MSTRG.18604.4,843,869,799,2330,1306,2114
rna-ELECO.r07.3BG0277780.1,6,9,17,720,1118,22
rna-ELECO.r07.3BG0277800.1,1010,921,806,121,173,157
MSTRG.18609.1,48,50,73,520,451,300
MSTRG.18608.1,72,122,102,563,518,305
MSTRG.18608.2,5,0,0,186,86,124
MSTRG.18608.3,14,8,0,58,47,30
rna-ELECO.r07.3BG0277840.1,3,17,16,5,2,2
rna-ELECO.r07.3BG0277870.1,54,110,115,1234,669,443
MSTRG.18611.1,55,0,52,137,141,52
rna-ELECO.r07.3BG0277880.1,21,71,35,148,159,94
MSTRG.18611.3,24,0,0,13,11,16
MSTRG.18612.1,0,4,42,32,61,130
rna-ELECO.r07.3BG0277890.1,0,0,0,32,20,3
MSTRG.18612.2,16,29,15,193,93,53
MSTRG.18613.2,54,0,0,133,169,124
MSTRG.18613.1,2,106,72,428,312,184
MSTRG.18613.3,20,0,0,12,0,22
rna-ELECO.r07.3BG0277920.1,65,35,158,667,577,339
rna-ELECO.r07.3BG0277930.1,0,0,8,118,101,42
rna-ELECO.r07.3BG0277940.1,8,38,30,29,16,14
MSTRG.18619.3,0,143,58,341,361,67
MSTRG.18619.4,0,101,42,274,109,0
rna-ELECO.r07.3BG0277950.1,0,15,19,11,8,5
MSTRG.18619.1,295,137,338,579,380,591
MSTRG.18619.2,11,196,58,745,683,446
MSTRG.18620.1,0,0,27,125,114,38
MSTRG.18620.4,0,65,30,144,142,90
MSTRG.18620.5,0,0,27,391,262,88
MSTRG.18620.6,0,20,121,119,97,73
MSTRG.18620.7,0,86,43,92,122,122
MSTRG.18620.8,0,36,18,64,58,86
MSTRG.18620.9,0,106,18,29,26,32
MSTRG.18620.2,77,28,57,252,145,126
MSTRG.18620.3,18,45,49,312,236,128
rna-ELECO.r07.3BG0277960.1,31,4,16,35,42,15
rna-ELECO.r07.3BG0278000.1,0,0,0,0,0,0
MSTRG.18622.1,31,21,75,196,154,120
rna-ELECO.r07.3BG0277990.1,93,115,155,572,506,282
rna-ELECO.r07.3BG0278010.1,7,35,14,10,0,4
MSTRG.18624.1,0,0,32,147,199,187
MSTRG.18624.2,33,64,0,474,262,87
rna-ELECO.r07.3BG0278020.1,2,1,1,3,1,3
rna-ELECO.r07.3BG0278030.1,0,0,0,26,97,57
MSTRG.18625.1,150,98,158,648,370,314
MSTRG.18626.1,168,339,270,822,728,463
rna-ELECO.r07.3BG0278090.1,49,75,62,1103,1234,653
rna-ELECO.r07.3BG0278150.1,0,10,9,2,2,3
MSTRG.18629.1,21,86,40,611,615,388
rna-ELECO.r07.3BG0278160.1,9,6,21,13,20,20
MSTRG.18630.2,31,18,0,49,78,51
rna-ELECO.r07.3BG0278170.1,0,0,0,0,0,0
MSTRG.18631.3,0,0,0,0,0,1
MSTRG.18631.1,163,93,81,210,304,318
MSTRG.18632.1,162,187,203,234,232,145
rna-ELECO.r07.3BG0278100.1,388,315,449,348,403,161
MSTRG.18628.2,1924,2871,2825,3284,2273,1402
rna-ELECO.r07.3BG0278280.1,0,0,0,0,0,0
MSTRG.18635.2,0,0,0,553,99,0
rna-ELECO.r07.3BG0278290.1,0,0,0,1,2,5
MSTRG.18635.1,37,0,45,609,243,60
MSTRG.18637.1,10,0,12,497,263,11
rna-ELECO.r07.3BG0278310.1,3,0,0,286,49,2
MSTRG.18636.1,0,0,63,211,162,135
MSTRG.18636.3,0,0,29,190,125,105
MSTRG.18636.2,27,143,33,179,212,100
MSTRG.18636.4,123,69,19,24,26,21
rna-ELECO.r07.3BG0278300.1,1,24,3,3,10,10
rna-ELECO.r07.3BG0278320.1,24,0,115,273,191,76
MSTRG.18639.1,92,103,274,108,86,26
MSTRG.18639.2,89,54,176,198,157,47
MSTRG.18639.3,59,0,0,0,0,0
rna-ELECO.r07.3BG0278330.1,2,102,50,55,19,5
rna-ELECO.r07.3BG0278340.1,0,0,0,6,6,9
MSTRG.18640.1,72,12,37,348,358,179
MSTRG.18641.2,0,9,0,2,0,0
rna-ELECO.r07.3BG0278370.1,0,0,0,0,0,0
MSTRG.18641.1,56,30,28,514,471,295
rna-ELECO.r07.3BG0278380.1,0,0,0,3,0,2
rna-ELECO.r07.3BG0278390.1,0,0,0,142,155,32
MSTRG.18642.1,22,23,24,414,192,122
rna-ELECO.r07.3BG0278430.1,11,0,0,7,3,0
MSTRG.18644.1,4,21,22,12,3,6
rna-ELECO.r07.3BG0278470.1,0,0,73,7,6,25
MSTRG.18646.1,5,39,5,167,152,113
MSTRG.18646.2,21,0,65,9,9,0
rna-ELECO.r07.3BG0278490.1,0,0,0,0,0,10
MSTRG.18648.1,10,0,15,25,26,10
MSTRG.18648.2,1,27,10,19,12,3
MSTRG.18647.1,178,66,139,181,132,183
MSTRG.18647.2,146,190,218,472,432,362
rna-ELECO.r07.3BG0278480.1,375,360,594,1404,1290,1024
MSTRG.18652.1,11,36,21,8,7,6
rna-ELECO.r07.3BG0278510.1,4,5,1,7,11,2
MSTRG.18651.2,0,0,16,1,0,1
rna-ELECO.r07.3BG0278500.1,0,0,5,137,103,210
MSTRG.18651.1,12,0,30,185,88,93
MSTRG.18651.3,71,93,104,137,217,25
MSTRG.18651.5,3,0,1,1,1,0
rna-ELECO.r07.3BG0278520.1,23,0,5,38,47,15
MSTRG.18653.1,58,11,48,173,154,120
rna-ELECO.r07.3BG0278540.1,54,42,19,372,331,265
MSTRG.18657.1,2,43,4,52,50,48
rna-ELECO.r07.3BG0278580.1,62,112,81,456,374,232
MSTRG.18658.1,39,60,29,82,86,68
rna-ELECO.r07.3BG0278680.1,5,7,0,3,4,4
rna-ELECO.r07.3BG0278740.1,10,7,4,58,83,49
MSTRG.18661.1,0,0,0,187,187,167
MSTRG.18661.2,7,0,0,192,182,76
MSTRG.18661.3,11,23,23,249,86,35
rna-ELECO.r07.3BG0278750.1,197,333,316,1124,853,547
MSTRG.18662.1,0,0,15,124,78,27
MSTRG.18662.2,0,20,0,8,30,21
MSTRG.18663.1,0,0,0,285,339,0
MSTRG.18663.3,0,0,0,0,0,261
rna-ELECO.r07.3BG0278800.1,0,0,0,0,0,0
MSTRG.18663.2,52,42,34,178,9,4
rna-ELECO.r07.3BG0278810.1,14,8,9,139,145,132
rna-ELECO.r07.3BG0278830.1,27,0,0,197,187,142
MSTRG.18665.1,63,143,122,280,203,124
rna-ELECO.r07.3BG0278820.1,345,235,413,567,484,278
rna-ELECO.r07.3BG0278880.1,3,27,9,10,62,30
rna-ELECO.r07.3BG0278870.1,18,20,19,58,27,13
MSTRG.18671.1,47,32,63,200,173,107
MSTRG.18673.2,0,22,0,3,3,2
rna-ELECO.r07.3BG0278900.1,10,0,29,356,266,169
MSTRG.18674.1,9,0,10,25,43,11
MSTRG.18674.2,13,0,13,5,4,2
MSTRG.18674.3,6,0,0,24,13,17
rna-ELECO.r07.3BG0278920.1,0,0,0,0,0,0
MSTRG.18676.2,2,11,28,122,109,76
rna-ELECO.r07.3BG0278910.1,0,0,0,0,0,0
MSTRG.18675.1,6,0,29,10,25,29
MSTRG.18678.1,0,0,0,180,126,65
MSTRG.18678.2,9,0,19,220,210,93
rna-ELECO.r07.3BG0278960.1,6,0,7,6,21,15
rna-ELECO.r07.3BG0278970.1,6,0,0,0,0,0
rna-ELECO.r07.3BG0279010.1,20,24,15,85,58,56
MSTRG.18680.1,13,16,0,132,196,180
rna-ELECO.r07.3BG0279020.1,12,0,0,182,219,156
rna-ELECO.r07.3BG0279030.1,36,18,28,435,448,293
MSTRG.18668.1,2366,2853,3570,860,774,744
rna-ELECO.r07.3BG0278860.1,22,62,64,3,35,44
rna-ELECO.r07.3BG0279040.1,199,152,84,379,460,142
MSTRG.18683.1,0,3,0,13,9,14
MSTRG.18683.2,90,142,66,686,473,177
MSTRG.18684.1,26,19,118,10,6,2
rna-ELECO.r07.3BG0279210.1,299,277,400,862,694,428
rna-ELECO.r07.3BG0279220.1,710,368,572,89,171,104
rna-ELECO.r07.3BG0279230.1,98,87,108,514,451,257
MSTRG.18694.1,19,8,19,548,421,165
rna-ELECO.r07.3BG0279250.1,0,104,73,33,41,44
MSTRG.18693.1,14,5,0,94,114,59
MSTRG.18693.2,50,124,105,151,131,119
rna-ELECO.r07.3BG0279280.1,98,218,181,782,733,425
rna-ELECO.r07.3BG0279310.1,228,236,246,1111,848,465
rna-ELECO.r07.3BG0279320.1,191,337,289,770,633,447
rna-ELECO.r07.3BG0279330.1,0,0,0,0,0,0
